718680,133,ESCRITÓRIO CENTRAL,2024-03-15 10:39:28,2024-04-01 10:18:29,2024-03-21 10:21:09,6,SOLUCIONADO,612,410,COMPUTADOR HARDWARE (CPU),1,Incidente,2112,OUVIDORIA
718781,134,HOSPITAL GERAL FULANO DE TAL,2024-03-15 13:51:17,2024-04-01 10:18:29,2024-03-15 15:25:07,6,SOLUCIONADO,1362,410,COMPUTADOR HARDWARE (CPU),1,Incidente,986,CENTRO DE ESTUDOS
718997,13,HOSPITAL DE TRAUMAS,2024-03-17 16:47:02,2024-03-19 08:27:10,2024-03-19 08:26:45,6,SOLUCIONADO,352,410,COMPUTADOR HARDWARE (CPU),1,Incidente,563,CONSULTÓRIOS ADULTO
719012,13,HOSPITAL DE TRAUMAS,2024-03-17 23:56:47,2024-03-26 08:12:08,2024-03-18 08:11:49,6,SOLUCIONADO,541,410,COMPUTADOR HARDWARE (CPU),1,Incidente,1601,CONSULTÓRIO 01
719014,13,HOSPITAL DE TRAUMAS,2024-03-18 00:11:11,2024-04-01 09:53:46,2024-03-26 08:11:49,6,SOLUCIONADO,541,410,COMPUTADOR HARDWARE (CPU),1,Incidente,1601,CONSULTÓRIO 01
719263,13,HOSPITAL DE TRAUMAS,2024-03-19 09:29:53,2024-03-19 15:39:50,2024-03-19 10:39:19,6,SOLUCIONADO,273,410,COMPUTADOR HARDWARE (CPU),1,Incidente,1646,CONSULTÓRIO 03
719604,134,HOSPITAL GERAL FULANO DE TAL,2024-03-20 10:59:33,2024-04-01 09:53:46,2024-03-27 17:22:51,6,SOLUCIONADO,560,410,COMPUTADOR HARDWARE (CPU),1,Incidente,967,CLÍNICA MÉDICA 4
719925,13,HOSPITAL DE TRAUMAS,2024-03-21 12:00:00,2024-04-02 10:15:12,2024-03-21 12:09:12,6,SOLUCIONADO,4526,410,COMPUTADOR HARDWARE (CPU),1,Incidente,593,GESTÃO DE TERCEIROS
719943,134,HOSPITAL GERAL FULANO DE TAL,2024-03-21 08:22:50,2024-04-03 08:17:34,2024-04-02 13:22:10,6,SOLUCIONADO,765,410,COMPUTADOR HARDWARE (CPU),1,Incidente,959,PEDIATRIA II
720238,134,HOSPITAL GERAL FULANO DE TAL,2024-03-21 15:16:56,,,2,EM ATENDIMENTO,643,410,COMPUTADOR HARDWARE (CPU),1,Incidente,997,LACTÁRIO
720377,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-22 08:19:21,2024-04-01 09:53:46,2024-03-22 14:04:49,6,SOLUCIONADO,5114,410,COMPUTADOR HARDWARE (CPU),1,Incidente,1839,FARMÁCIA
720599,134,HOSPITAL GERAL FULANO DE TAL,2024-03-22 13:46:24,2024-04-01 09:53:46,2024-03-26 15:24:20,6,SOLUCIONADO,788,410,COMPUTADOR HARDWARE (CPU),1,Incidente,945,FARMÁCIA
721824,134,HOSPITAL GERAL FULANO DE TAL,2024-03-28 08:25:11,2024-04-01 09:53:46,2024-03-28 11:44:36,6,SOLUCIONADO,2461,410,COMPUTADOR HARDWARE (CPU),1,Incidente,962,SCIH
722018,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-30 13:39:49,2024-04-03 08:17:34,2024-04-01 08:17:54,6,SOLUCIONADO,13446,410,COMPUTADOR HARDWARE (CPU),1,Incidente,2133,NAC
714325,133,ESCRITÓRIO CENTRAL,2024-03-01 15:19:01,2024-04-01 10:18:29,2024-03-15 09:37:22,6,SOLUCIONADO,4949,413,MOUSE,1,Incidente,2183,NÚCLEO DE MANUTENÇÃO
720883,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-26 07:58:24,2024-04-01 09:53:46,2024-03-26 08:29:12,6,SOLUCIONADO,3641,413,MOUSE,1,Incidente,1864,SERVIÇO SOCIAL
714515,13,HOSPITAL DE TRAUMAS,2024-03-04 08:36:09,2024-03-06 13:46:46,2024-03-04 09:45:00,6,SOLUCIONADO,350,414,TELA,1,Incidente,1622,CCG - PÓS-OPERATÓRIO
720815,134,HOSPITAL GERAL FULANO DE TAL,2024-03-25 12:35:18,2024-04-01 09:53:46,2024-03-26 18:11:43,6,SOLUCIONADO,7955,414,TELA,1,Incidente,957,UCE
714986,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-05 08:24:01,2024-04-01 10:24:05,2024-03-06 09:30:55,6,SOLUCIONADO,5424,415,TECLADO,1,Incidente,1906,SUPRIMENTOS
715517,168,HOSPITAL DOS NECESSITADOS,2024-03-06 09:04:53,2024-04-01 10:24:05,2024-03-06 10:44:24,6,SOLUCIONADO,5140,415,TECLADO,1,Incidente,1046,DIREÇÃO
714482,133,ESCRITÓRIO CENTRAL,2024-03-04 07:59:44,2024-03-12 10:25:37,2024-03-08 11:48:11,6,SOLUCIONADO,4351,419,ESTABILIZADOR,1,Incidente,2121,NLOG
714591,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-04 09:59:29,2024-03-31 08:24:26,2024-03-04 10:36:00,6,SOLUCIONADO,11789,419,ESTABILIZADOR,1,Incidente,1857,NAC
716928,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-11 08:21:19,2024-04-01 10:24:05,2024-03-11 08:38:42,6,SOLUCIONADO,4967,419,ESTABILIZADOR,1,Incidente,1889,SESMT
715991,13,HOSPITAL DE TRAUMAS,2024-03-07 08:56:35,2024-03-21 15:22:30,2024-03-07 09:19:00,6,SOLUCIONADO,3866,420,NOBREAK,1,Incidente,640,OBS BREVE ADULTO
714054,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-01 08:33:17,2024-04-01 12:12:33,2024-03-01 11:00:28,6,SOLUCIONADO,378,421,IMPRESSORA,2,Solicitação,921,FINANCEIRO
714056,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-01 08:36:27,2024-04-01 12:12:33,2024-03-01 16:40:57,6,SOLUCIONADO,11342,421,IMPRESSORA,2,Solicitação,2177,CENTRAL DE TRANSPORTE
714090,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-01 09:35:02,2024-04-01 12:12:33,2024-03-01 09:58:56,6,SOLUCIONADO,3466,421,IMPRESSORA,2,Solicitação,1910,ENGENHARIA CLÍNICA
714129,13,HOSPITAL DE TRAUMAS,2024-03-01 10:28:32,2024-03-06 13:48:33,2024-03-01 10:47:00,6,SOLUCIONADO,1433,421,IMPRESSORA,1,Incidente,1732,LABORATÓRIO - APOIO ADMINISTRAÇÃO
714143,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-01 11:01:03,2024-04-01 12:12:33,2024-03-01 13:41:35,6,SOLUCIONADO,265,421,IMPRESSORA,2,Solicitação,936,FARMÁCIA
714205,134,HOSPITAL GERAL FULANO DE TAL,2024-03-01 13:36:00,2024-04-01 12:12:33,2024-03-01 15:14:04,6,SOLUCIONADO,764,421,IMPRESSORA,2,Solicitação,954,UTI ADULTO
714292,13,HOSPITAL DE TRAUMAS,2024-03-01 14:31:50,2024-03-06 13:56:44,2024-03-01 15:00:00,6,SOLUCIONADO,4294,421,IMPRESSORA,1,Incidente,599,RECURSOS HUMANOS
714304,134,HOSPITAL GERAL FULANO DE TAL,2024-03-01 14:45:29,2024-04-01 12:12:33,2024-03-01 15:14:08,6,SOLUCIONADO,1746,421,IMPRESSORA,2,Solicitação,997,LACTÁRIO
714324,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-01 15:18:05,2024-04-01 12:12:33,2024-03-05 11:09:20,6,SOLUCIONADO,5133,421,IMPRESSORA,2,Solicitação,1860,DIRETORIA
714340,133,ESCRITÓRIO CENTRAL,2024-03-01 15:54:26,2024-04-01 10:18:29,2024-03-15 10:16:58,6,SOLUCIONADO,2140,421,IMPRESSORA,2,Solicitação,309,UPAS - DIRETORIA
714343,133,ESCRITÓRIO CENTRAL,2024-03-01 16:07:56,2024-04-01 12:12:33,2024-03-04 16:52:52,6,SOLUCIONADO,854,421,IMPRESSORA,2,Solicitação,302,NSUPRIMENTOS
714347,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-01 16:15:36,2024-04-01 12:12:33,2024-03-01 16:55:19,6,SOLUCIONADO,5133,421,IMPRESSORA,2,Solicitação,1860,DIRETORIA
714395,134,HOSPITAL GERAL FULANO DE TAL,2024-03-02 07:45:16,2024-04-01 12:12:33,2024-03-04 10:43:54,6,SOLUCIONADO,8601,421,IMPRESSORA,1,Incidente,965,CLÍNICA MÉDICA 2
714399,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-02 10:08:58,2024-04-01 12:12:33,2024-03-04 07:36:14,6,SOLUCIONADO,12956,421,IMPRESSORA,2,Solicitação,1953,AMBULATÓRIO
714545,134,HOSPITAL GERAL FULANO DE TAL,2024-03-04 09:08:56,2024-04-01 12:12:33,2024-03-04 10:38:45,6,SOLUCIONADO,4667,421,IMPRESSORA,2,Solicitação,965,CLÍNICA MÉDICA 2
714571,134,HOSPITAL GERAL FULANO DE TAL,2024-03-04 09:29:33,2024-04-01 12:12:33,2024-03-04 15:33:40,6,SOLUCIONADO,560,421,IMPRESSORA,1,Incidente,967,CLÍNICA MÉDICA 4
714583,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-04 09:39:38,2024-04-01 12:12:33,2024-03-04 10:36:03,6,SOLUCIONADO,11094,421,IMPRESSORA,2,Solicitação,2220,CLINICA TRAUMATOLÓGICA
714592,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-04 09:59:46,2024-04-01 12:12:33,2024-03-04 10:36:59,6,SOLUCIONADO,6682,421,IMPRESSORA,2,Solicitação,1867,LABORATÓRIO
714633,13,HOSPITAL DE TRAUMAS,2024-03-04 10:15:14,2024-03-04 10:43:16,2024-03-04 10:40:52,6,SOLUCIONADO,4616,421,IMPRESSORA,2,Solicitação,577,SATÉLITE - CLÍNICA MÉDICA
714652,134,HOSPITAL GERAL FULANO DE TAL,2024-03-04 10:23:54,2024-04-01 12:12:33,2024-03-04 15:30:19,6,SOLUCIONADO,11120,421,IMPRESSORA,2,Solicitação,961,NAC
714669,13,HOSPITAL DE TRAUMAS,2024-03-04 10:32:11,2024-04-16 10:15:28,2024-03-04 11:13:29,6,SOLUCIONADO,693,421,IMPRESSORA,2,Solicitação,1556,CONSULTÓRIO 01
714723,13,HOSPITAL DE TRAUMAS,2024-03-04 11:38:51,2024-04-01 12:12:33,2024-03-04 15:07:32,6,SOLUCIONADO,1862,421,IMPRESSORA,2,Solicitação,598,HOTELARIA
714741,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-04 12:11:56,2024-04-01 12:12:33,2024-03-04 13:52:44,6,SOLUCIONADO,13346,421,IMPRESSORA,2,Solicitação,2163,CENTRO IMAGEM
714820,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-04 14:52:11,2024-04-01 12:12:33,2024-03-04 15:01:26,6,SOLUCIONADO,4963,421,IMPRESSORA,1,Incidente,1864,SERVIÇO SOCIAL
714834,13,HOSPITAL DE TRAUMAS,2024-03-04 15:12:10,2024-04-02 10:15:12,2024-03-04 16:02:40,6,SOLUCIONADO,283,421,IMPRESSORA,2,Solicitação,636,LACTÁRIO
714860,134,HOSPITAL GERAL FULANO DE TAL,2024-03-04 15:50:58,2024-04-01 12:12:33,2024-03-04 16:41:04,6,SOLUCIONADO,9743,421,IMPRESSORA,2,Solicitação,950,NAF
714866,134,HOSPITAL GERAL FULANO DE TAL,2024-03-04 16:08:04,2024-04-01 12:12:33,2024-03-04 17:47:40,6,SOLUCIONADO,11897,421,IMPRESSORA,2,Solicitação,1488,CLÍNICA CIRÚRGICA I
714887,133,ESCRITÓRIO CENTRAL,2024-03-04 16:45:14,2024-04-01 10:18:29,2024-03-15 10:16:55,6,SOLUCIONADO,2529,421,IMPRESSORA,2,Solicitação,2121,NLOG
714957,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-05 07:48:53,2024-04-01 12:12:33,2024-03-05 08:45:56,6,SOLUCIONADO,4911,421,IMPRESSORA,2,Solicitação,2219,EMERGÊNCIA
714976,13,HOSPITAL DE TRAUMAS,2024-03-05 08:10:27,2024-03-05 08:14:40,2024-03-05 08:14:23,6,SOLUCIONADO,4616,421,IMPRESSORA,2,Solicitação,577,SATÉLITE - CLÍNICA MÉDICA
715032,13,HOSPITAL DE TRAUMAS,2024-03-05 09:23:44,2024-04-16 10:16:37,2024-03-05 11:00:11,6,SOLUCIONADO,246,421,IMPRESSORA,2,Solicitação,772,UTI PEDIÁTRICA
715168,13,HOSPITAL DE TRAUMAS,2024-03-05 12:57:33,2024-03-05 13:50:44,2024-03-05 13:10:00,6,SOLUCIONADO,5748,421,IMPRESSORA,1,Incidente,1734,LABORATÓRIO - TRIAGEM
715170,133,ESCRITÓRIO CENTRAL,2024-03-05 12:59:19,2024-04-01 10:24:05,2024-03-07 11:18:18,6,SOLUCIONADO,138,421,IMPRESSORA,2,Solicitação,1115,NUCOM
715188,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-05 13:37:26,2024-04-01 10:24:05,2024-03-06 11:01:40,6,SOLUCIONADO,13287,421,IMPRESSORA,2,Solicitação,2219,EMERGÊNCIA
715190,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-05 13:40:05,2024-04-01 10:24:05,2024-03-05 16:14:10,6,SOLUCIONADO,12379,421,IMPRESSORA,2,Solicitação,2133,NAC
715224,134,HOSPITAL GERAL FULANO DE TAL,2024-03-05 14:22:08,2024-04-01 10:24:05,2024-03-05 16:52:19,6,SOLUCIONADO,13364,421,IMPRESSORA,2,Solicitação,965,CLÍNICA MÉDICA 2
715228,13,HOSPITAL DE TRAUMAS,2024-03-05 14:26:50,2024-04-16 10:13:44,2024-03-05 15:00:21,6,SOLUCIONADO,4616,421,IMPRESSORA,2,Solicitação,578,SATÉLITE - EMERGÊNCIA
715320,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-05 15:25:51,2024-04-01 10:24:05,2024-03-05 16:00:24,6,SOLUCIONADO,10432,421,IMPRESSORA,2,Solicitação,1953,AMBULATÓRIO
715414,13,HOSPITAL DE TRAUMAS,2024-03-05 17:24:28,2024-04-16 10:07:03,2024-03-05 18:03:35,6,SOLUCIONADO,615,421,IMPRESSORA,1,Incidente,1604,CONSULTÓRIO PEDIÁTRICO 01
715420,134,HOSPITAL GERAL FULANO DE TAL,2024-03-05 18:25:07,2024-04-01 10:24:05,2024-03-05 18:45:15,6,SOLUCIONADO,10654,421,IMPRESSORA,2,Solicitação,968,FARMÁCIA DISPENSAÇÃO
715457,13,HOSPITAL DE TRAUMAS,2024-03-06 07:47:03,,,2,EM ATENDIMENTO,310,421,IMPRESSORA,2,Solicitação,596,FINANCEIRO
715462,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-06 07:53:11,2024-04-01 10:24:05,2024-03-06 08:02:23,6,SOLUCIONADO,381,421,IMPRESSORA,2,Solicitação,936,FARMÁCIA
715476,134,HOSPITAL GERAL FULANO DE TAL,2024-03-06 08:14:37,2024-04-01 10:24:05,2024-03-06 10:48:44,6,SOLUCIONADO,617,421,IMPRESSORA,2,Solicitação,952,SERVIÇO SOCIAL
715497,133,ESCRITÓRIO CENTRAL,2024-03-06 08:42:36,2024-04-01 10:24:05,2024-03-08 13:45:21,6,SOLUCIONADO,13816,421,IMPRESSORA,2,Solicitação,2374,NUASF
715587,134,HOSPITAL GERAL FULANO DE TAL,2024-03-06 10:15:03,2024-04-01 10:24:05,2024-03-06 12:38:04,6,SOLUCIONADO,560,421,IMPRESSORA,1,Incidente,967,CLÍNICA MÉDICA 4
715613,134,HOSPITAL GERAL FULANO DE TAL,2024-03-06 10:55:36,2024-04-01 10:24:05,2024-03-06 12:36:25,6,SOLUCIONADO,656,421,IMPRESSORA,2,Solicitação,1952,AVC SUBAGUDO
715650,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-06 12:03:13,2024-03-06 13:57:00,2024-03-06 12:36:09,6,SOLUCIONADO,13744,421,IMPRESSORA,2,Solicitação,2137,ENG.CLINICA
715662,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-06 12:25:28,2024-04-01 10:24:05,2024-03-06 14:42:49,6,SOLUCIONADO,5240,421,IMPRESSORA,2,Solicitação,2136,ENG.MANUTENCAO
715670,133,ESCRITÓRIO CENTRAL,2024-03-06 12:50:15,2024-04-01 10:18:29,2024-03-15 09:37:17,6,SOLUCIONADO,9936,421,IMPRESSORA,2,Solicitação,1872,NFC
715671,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-06 12:53:23,2024-04-01 10:24:05,2024-03-06 13:48:44,6,SOLUCIONADO,10432,421,IMPRESSORA,2,Solicitação,1953,AMBULATÓRIO
715681,134,HOSPITAL GERAL FULANO DE TAL,2024-03-06 13:19:52,2024-04-01 10:24:05,2024-03-06 14:45:07,6,SOLUCIONADO,560,421,IMPRESSORA,2,Solicitação,967,CLÍNICA MÉDICA 4
715700,134,HOSPITAL GERAL FULANO DE TAL,2024-03-06 13:52:13,2024-04-01 10:24:05,2024-03-06 14:45:00,6,SOLUCIONADO,674,421,IMPRESSORA,2,Solicitação,1009,CENTRO CIRURGICO
715718,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-06 14:23:50,2024-04-01 10:24:05,2024-03-08 09:17:08,6,SOLUCIONADO,497,421,IMPRESSORA,2,Solicitação,1645,CLINICA MEDICA
715740,13,HOSPITAL DE TRAUMAS,2024-03-06 14:40:36,2024-04-01 10:24:05,2024-03-06 14:49:23,6,SOLUCIONADO,5641,421,IMPRESSORA,1,Incidente,2181,AVC SUB-AGUDO
715792,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-06 15:22:31,2024-04-01 10:24:05,2024-03-06 16:13:45,6,SOLUCIONADO,10731,421,IMPRESSORA,2,Solicitação,1888,CENTRO CIRÚRGICO
715812,13,HOSPITAL DE TRAUMAS,2024-03-06 15:45:05,2024-04-16 10:10:50,2024-03-06 16:23:16,6,SOLUCIONADO,212,421,IMPRESSORA,2,Solicitação,540,BANCO DE LEITE HUMANO
715885,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-06 17:28:23,2024-04-01 10:24:05,2024-03-07 07:37:34,6,SOLUCIONADO,315,421,IMPRESSORA,2,Solicitação,905,CLINICA CIRÚRGICA II
715978,134,HOSPITAL GERAL FULANO DE TAL,2024-03-07 08:38:49,2024-04-01 10:24:05,2024-03-07 11:49:57,6,SOLUCIONADO,8664,421,IMPRESSORA,2,Solicitação,1488,CLÍNICA CIRÚRGICA I
715983,13,HOSPITAL DE TRAUMAS,2024-03-07 08:43:30,2024-04-16 10:09:21,2024-03-07 08:54:57,6,SOLUCIONADO,1646,421,IMPRESSORA,1,Incidente,544,SCIH - SERVIÇO DE CONTROLE DE INFECÇÃO HOSPITALAS
715988,134,HOSPITAL GERAL FULANO DE TAL,2024-03-07 08:48:26,2024-04-01 10:24:05,2024-03-07 11:49:11,6,SOLUCIONADO,8664,421,IMPRESSORA,2,Solicitação,1488,CLÍNICA CIRÚRGICA I
715989,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-07 08:54:39,2024-04-01 09:53:46,2024-03-21 17:13:09,6,SOLUCIONADO,4873,421,IMPRESSORA,2,Solicitação,2163,CENTRO IMAGEM
716078,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-07 09:40:21,2024-04-01 10:24:05,2024-03-07 12:18:24,6,SOLUCIONADO,7021,421,IMPRESSORA,2,Solicitação,2341,FARMACIA SATELITE EMERGENCIA
716081,13,HOSPITAL DE TRAUMAS,2024-03-07 09:40:55,2024-04-02 10:15:12,2024-03-07 09:57:37,6,SOLUCIONADO,6185,421,IMPRESSORA,1,Incidente,556,CPN - CENTRO DE PARTO NORMAL
716212,133,ESCRITÓRIO CENTRAL,2024-03-07 11:56:28,2024-04-01 10:24:05,2024-03-13 17:31:24,6,SOLUCIONADO,2535,421,IMPRESSORA,2,Solicitação,300,NCS
716214,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-07 11:59:55,2024-04-01 10:24:05,2024-03-07 12:09:38,6,SOLUCIONADO,12732,421,IMPRESSORA,2,Solicitação,1838,POSTO 4
716216,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-07 12:01:47,2024-04-01 10:24:05,2024-03-07 12:18:59,6,SOLUCIONADO,12732,421,IMPRESSORA,2,Solicitação,1838,POSTO 4
716258,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-07 13:27:27,2024-04-01 10:24:05,2024-03-07 14:01:42,6,SOLUCIONADO,2423,421,IMPRESSORA,2,Solicitação,919,ALMOXARIFADO
716267,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-07 13:49:44,2024-04-01 10:24:05,2024-03-07 14:54:34,6,SOLUCIONADO,2423,421,IMPRESSORA,2,Solicitação,919,ALMOXARIFADO
716379,194,HOSPITAL GERAL DE PSICOLOGIA,2024-03-07 16:22:31,2024-04-01 10:24:05,2024-03-07 16:31:54,6,SOLUCIONADO,10801,421,IMPRESSORA,2,Solicitação,2380,UTI ADULTO II
716380,134,HOSPITAL GERAL FULANO DE TAL,2024-03-07 16:22:49,2024-04-01 10:24:05,2024-03-07 16:40:32,6,SOLUCIONADO,1362,421,IMPRESSORA,2,Solicitação,986,CENTRO DE ESTUDOS
716486,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-08 08:13:47,2024-04-01 10:24:05,2024-03-08 08:29:02,6,SOLUCIONADO,10432,421,IMPRESSORA,2,Solicitação,1953,AMBULATÓRIO
716508,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-08 08:47:20,2024-04-01 10:24:05,2024-03-08 09:05:39,6,SOLUCIONADO,4421,421,IMPRESSORA,2,Solicitação,936,FARMÁCIA
716517,13,HOSPITAL DE TRAUMAS,2024-03-08 09:00:34,2024-03-22 09:33:57,2024-03-08 09:04:25,6,SOLUCIONADO,4616,421,IMPRESSORA,2,Solicitação,577,SATÉLITE - CLÍNICA MÉDICA
716584,13,HOSPITAL DE TRAUMAS,2024-03-08 10:40:40,2024-04-02 10:15:12,2024-03-08 10:48:09,6,SOLUCIONADO,5641,421,IMPRESSORA,1,Incidente,1769,AVC AGUDO
716588,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-08 10:48:33,2024-04-01 10:24:05,2024-03-08 11:17:28,6,SOLUCIONADO,3170,421,IMPRESSORA,1,Incidente,993,AMBULATÓRIO
716678,134,HOSPITAL GERAL FULANO DE TAL,2024-03-08 13:56:30,2024-04-01 10:24:05,2024-03-11 12:43:54,6,SOLUCIONADO,674,421,IMPRESSORA,2,Solicitação,1009,CENTRO CIRURGICO
716682,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-08 14:01:24,2024-03-31 08:24:04,2024-03-08 15:55:18,6,SOLUCIONADO,11789,421,IMPRESSORA,1,Incidente,1953,AMBULATÓRIO
716704,14,HOSPITAL DE PRIMEIROS SOCORROS,2024-03-08 14:25:00,2024-04-01 10:24:05,2024-03-08 14:41:01,6,SOLUCIONADO,9346,421,IMPRESSORA,2,Solicitação,924,RH
716711,133,ESCRITÓRIO CENTRAL,2024-03-08 14:40:48,2024-04-01 10:18:29,2024-03-18 09:23:29,6,SOLUCIONADO,12595,421,IMPRESSORA,1,Incidente,1738,APS
716723,189,HOSPITAL DE PRIMEIRO SOCORROS,2024-03-08 15:05:55,2024-03-08 15:57:48,2024-03-08 15:44:05,6,SOLUCIONADO,5424,421,IMPRESSORA,1,Incidente,2127,GERÊNCIA - NAF
716888,134,HOSPITAL GERAL FULANO DE TAL,2024-03-11 07:34:12,2024-04-01 10:24:05,2024-03-11 12:41:48,6,SOLUCIONADO,674,421,IMPRESSORA,2,Solicitação,1009,CENTRO CIRURGICO
716897,134,HOSPITAL GERAL FULANO DE TAL,2024-03-11 07:46:35,2024-04-01 10:24:05,2024-03-11 17:56:52,6,SOLUCIONADO,674,421,IMPRESSORA,2,Solicitação,1009,CENTRO CIRURGICO
